date,subject,speaker,party,text
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"Als de corporaties blijkbaar geen geld nodig hebben om te bouwen, waarom dan niet gewoon 0%, zoals de PVV vorig jaar zei"
8 februari 2024,Staat van de Volkshuisvesting,Madlener,PVV,"Omdat dan de corporaties natuurlijk wel interen en nog veel minder kunnen bouwen. Ik geloof dat dit een goed compromis is, waarbij je wel kunt bouwen wat je gepland hebt. De versnelling van de bouw komt wat ons betreft liever uit de grondposities dan uit een hele bak meer belastinggeld erbij, want ik geloof niet dat dit gaat leiden tot meer bouw"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dank u wel. De volgende spreker is de heer Paternotte van de fractie van D66
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"Voorzitter. Dit is mijn eerste plenaire debat over wonen, maar wat een appelmoes hoorden we zonet met het idee om uit de dikke duim even een bedrag te trekken voor de huurverhoging, dat er volgens de heer Madlener voor zou zorgen dat de corporaties precies voldoende kunnen bouwen maar waardoor de huren evengoed omhooggaan, terwijl er vorig jaar een belofte lag om de verhoging op 0% te zetten. Maar goed, we gaan erover stemmen"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"De heer Madlener, kort"
8 februari 2024,Staat van de Volkshuisvesting,Madlener,PVV,"De dikke duim? Ik heb net gezegd dat de onderbouwing van die 3,5% ongeveer het inflatieniveau is. Dat is geen dikke duim, maar een heel redelijk voorstel. Daarbij zou ik u nogmaals het volgende willen vragen. De puinhoop die D66 ervan gemaakt heeft door zo veel mensen naar Nederland te halen zonder woningen te bouwen, heeft ervoor gezorgd dat al die mensen nu geen huis meer hebben. Ik hoop dat u daar het boetekleed voor wil aantrekken en dat u uw excuses wil maken aan Nederland omdat u zulk visieloos beleid heeft uitgevoerd in de afgelopen jaren"
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"Waarmee we de bouw weer op gang hebben gebracht in de afgelopen jaren, waardoor er eindelijk weer wat meer gebouwd wordt. En dat allemaal nadat de PVV in de twee jaar dat zij verantwoordelijkheid had, het ministerie van Volkshuisvesting had afgeschaft. Dus wat betreft het opruimen van die puinhoop hoop ik dat er de komende jaren niet een hele grote nieuwe puinhoop gaat ontstaan. Maar mijn punt was dat de heer Madlener zei: 3,5% is ongeveer de inflatie. Dat betekent volgens hem dan ook ongeveer dat de woningcorporaties kunnen bouwen wat ze gepland hadden, terwijl die toch op een heel ander bedrag rekenen"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,U continueert
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"Ik heb één motie. Motie De Kamer, gehoord de beraadslaging, constaterende dat er een tekort is van 24.000 studentenwoningen en dat dit dreigt op te lopen tot 60.000 studentenwoningen; constaterende dat er bij bouwlocatie Kronenburg, vlakbij Amsterdam, plannen liggen voor meer dan 2.500 studentenwoningen; constaterende dat gemeenten, provincie, omwonenden, studenten, onderwijsinstellingen, bouwers en de woningcorporatie voorstander van deze woningen zijn én dat er snel met de bouw kan worden begonnen; constaterende dat nu slechts 438 studentenwoningen gebouwd gaan worden vanwege geluidshinder, hoewel de Amsterdamse GGD al in 2018 concludeerde dat studenten nauwelijks effecten op de gezondheid ervaren vanwege vliegtuiggeluid; constaterende dat er geen concrete alternatieve plannen nabij Amsterdam bestaan om de meer dan 2.000 geschrapte studentenwoningen bij Kronenburg te ondervangen; constaterende dat hierdoor de aantallen uit de door de minister, provincie en gemeenten ondertekende Woondeal Metropoolregio Amsterdam niet gehaald dreigen te worden; constaterende dat we door de woningnood niet de luxe hebben om bestaande bouwplannen niet volledig te benutten; verzoekt de regering ervoor te zorgen dat er zo snel als mogelijk gestart kan worden met de bouw bij Kronenburg; verzoekt de regering scenario's te ontwikkelen waarin de meer dan 2.000 studentenwoningen toch gebouwd kunnenworden, bij Kronenburg of op alternatieve plekken nabij Amsterdam, en gaat over tot de orde van de dag"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Deze motie is voorgesteld door de leden Paternotte en Pierik. Zij krijgt nr. 1151 (32847). Was dat uw bijdrage
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,Dat was 'm
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Er is nog een vraag van de heer Madlener. Kort
8 februari 2024,Staat van de Volkshuisvesting,Madlener,PVV,"D66 is toch bij uitstek de partij die jarenlang heeft gezegd: we gaan opleidingen in het Engels doen; heel de wereld komt in Nederland studeren. We hebben het resultaat gezien. Ongeveer een derde van de studenten op onze eigen universiteiten en scholen is inmiddels niet eens een Nederlander meer. Dat heeft natuurlijk gezorgd voor een gigantisch tekort aan studentenwoningen. Dat gigantisch tekort is de schuld van uw partij, van D66, zeg ik via de voorzitter. Ik hoop dat D66 hiervan geleerd heeft en ik neem aan dat dit ook een soort boetekleed is, zo van: we hebben het verkeerd gedaan, en daarom deze motie"
8 februari 2024,Staat van de Volkshuisvesting,Paternotte,D66,"De heer Madlener heeft echt geen idee waar hij het over heeft. Een derde van de studenten? Het is 15%. Het is nog niet eens de helft van wat hij zegt dat het is. En ja, ik denk dat wij er trots op mogen zijn dat we hier talent naartoe halen. Dat zeggen ook de bedrijven. ASML is misschien wel het belangrijkste bedrijf van de wereld. Pas nou op met die bizarre plannen van de PVV om Engelstalige studies massaal te gaan verbieden. Pas er nou voor op dat we hier straks niet meer het talent krijgen dat we nodig hebben om zo'n bedrijf te laten groeien en om hier het geld te kunnen verdienen om Nederlanders goede zorg, goed onderwijs en goede wegen te bieden"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dank u wel. Over tien minuten gaan we luisteren naar de antwoorden van de minister. De vergadering wordt van 12.33 uur tot 12.49 uur geschorst
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,We hebben nog veel te doen vandaag in deze plenaire zaal: stemmingen en de begroting van Justitie en Veiligheid. Ik zou het dus mooi vinden als we er snel doorheen kunnen. Het woord is aan de minister
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Voorzitter, dan sla ik het gedicht van Marsman maar over en begin ik gelijk met de moties. Ik heb ook nog gedacht: wat als ik nou eens een paar moties combineer die over hetzelfde gaan? Boeiend"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Ja, het valt mij op dat het heel veel onderwerpen zijn die we kennen en waar we heel vaak over gedebatteerd hebben"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,O ja
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Ja. Ik lijk af en toe dingen te herkennen
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Toch is het altijd wel weer de moeite waard om nog eens even toe te lichten hoe ik het zelf zou zien ..
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dat vreesde ik al
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"... maar ik zal me ook daarin enigszins beperken! Dank u wel voor deze bondigheidscoaching. Het gaat over de moties op de stukken nrs. 1136, 1140 en 1150. Ik hoop dat u in deze snelheid de administratie goed kunt bijhouden. Die zou ik alle drie willen ontraden. Ik ga er wel iets anders mee doen. Ik ga een brief toezeggen, waarin ik schets hoe om te gaan met de huurindexatie. Ik denk dat dat de basis kan bieden voor een echt goed debat, want huurindexatie niet door laten gaan is niet zonder rekening. Dat betekent namelijk minder nieuwbouw en minder verduurzaming, dus moet indexatie wel doorgaan. Indexatie moet ook voorspelbaar zijn, want corporaties moeten daarop kunnen plannen. Marktpartijen moeten daarop kunnen plannen. Dat moet dus bij ministeriële regeling of bij wet kenbaar worden gemaakt. Je kunt dat niet zomaar eventjes ieder jaar, al naargelang het beste uitkomt, bij motie willen wijzigen. Ik ga een brief toezeggen. Die zal ik op korte termijn sturen, zodat dat ruim voor de Voorjaarsnota is. Het kabinet is overigens niet van plan om daar bij Voorjaarsnota iets aan te doen. Ik wil die suggestie ook niet boven de markt laten hangen, maar ik zeg wel graag een brief toe om te schetsen hoe het zit"
8 februari 2024,Staat van de Volkshuisvesting,Beckerman,SP,"Maar zo makkelijk komt de minister hier niet van af. Is hij niet van mening dat de hoogste huurverhoging in 30 jaar tijd, juist terwijl het Nibud constateert dat de mensen met de laagste inkomens erop achteruitgaan, hier totaal niet mee rijmt en dat dit een mooie mogelijkheid is om te zorgen dat juist de mensen met een lager inkomen er vaak op vooruit kunnen gaan"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"De voorzitter heeft natuurlijk gelijk dat we dit debat echt hebben gevoerd. De weergave van de werkelijkheid door mevrouw Beckerman is partieel, om niet te zeggen niet kloppend. In 2022 hebben we juist een huurverlaging afgesproken voor de laagste inkomens tot 120%. Dat is in 2023 doorgevoerd. Het gaat over 600.000 huishoudens die een huurverlaging hebben gekregen. In 2023 hebben we de huren gekoppeld aan de lonen. Dat hebben we ook in 2022 afgesproken. Waarom is dat heel veel beter dan aan de inflatie? Vaak gaat eerst de inflatie omhoog en volgt daarna loonontwikkeling. Wat was de situatie? Er was een inflatie van 10% zonder dat de lonen al waren gestegen. Als we de lonen hadden vastgehouden, waren de huren heel erg omhooggegaan en de inkomens nog niet. We hebben dus gezegd dat we de koppeling moeten maken tussen de huren en de inkomens, op zo'n manier dat de mensen met de laagste inkomens een huurontwikkeling doormaken van de loonontwikkeling min 0,5%. Daarin zit dus altijd een autonome huurquoteverbetering. Kortom, sinds de huurbevriezing van 2021, en juist in deze kabinetsperiode, hebben we veel gedaan voor huurders en juist voor huurders met de laagste inkomens. In het jaar dat de inflatie 10% was, was de huurontwikkeling 2%. Dat is de werkelijkheid der dingen. We hebben de huren nu gekoppeld aan de loonontwikkeling, waardoor we zeker weten dat mensen de huurstijging kunnen betalen. De huurstijging betekent daardoor geen verslechtering van de inkomenspositie. Dat is een hele faire afspraak, die we moeten willen volhouden"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,"Als we elke interruptie zo lang gaan beantwoorden, wordt het echt nachtwerk. Mevrouw Beckerman, nog even kort"
8 februari 2024,Staat van de Volkshuisvesting,Beckerman,SP,"Ik snap wel dat je veel woorden nodig hebt als je de hoogste huurverhoging in 30 jaar tijd probeert uit te leggen als cadeautje. Ik denk niet dat we hieruit komen. Ik wil aan de minister vragen of hij de brief die hij heeft toegezegd dan ook echt wil sturen. Het liefst meteen na het reces, want er is nog een debat. Het staat op de lijst om het hierover te hebben. Laten we daar dan als Kamer een goed debat over voeren, want dit moet echt stoppen wat de SP betreft"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Ik ben altijd te porren voor een debat, dus ik ga dat graag mogelijk maken. We gaan die brief zo snel mogelijk sturen opdat wij daarover kunnen debatteren"
8 februari 2024,Staat van de Volkshuisvesting,De Hoop,GroenLinks-PvdA,"Ik vind het natuurlijk altijd prettig als de minister moties die op elkaar lijken bij elkaar voegt, maar deze moties lopen wel gigantisch uit elkaar, hoor. De moties op de stukken nrs. 1136, 1140 en 1150 .."
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,Die van u was beter
8 februari 2024,Staat van de Volkshuisvesting,De Hoop,GroenLinks-PvdA,"Nou, daar wilde ik inderdaad naartoe. Die van mij is inderdaad een stuk beter, omdat ik nadrukkelijk verzoek om te onderzoeken hoe wij die stijging kunnen matigen. Dat is echt iets heel anders dan bevriezen. Dat is echt iets heel anders dan de 3,5% waar de heer Madlener het over heeft. Ook op basis van de antwoorden van de minister snap ik niet waarom hij mijn motie samenneemt met de moties op de stukken nrs. 1140 en 1150. Ik heb het idee dat u mijn verzoek prima mee kunt nemen in de brief. Ik begrijp eigenlijk niet waarom mijn motie ontraden is"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"Laat ik het zo zeggen: de brief die ik toezeg, gaat meer over het laten zien van de implicaties van huurstijgingen en vooral ook van huurstijgingen die niet zouden doorgaan. Die brief gaat over de manier waarop we de systematiek van huurstijging hebben ingericht zodat we voorkomen dat de lonen en huren te ver uit elkaar gaan lopen en over de manier waarop we ervoor zorgen dat het fair blijft voor huurders en toekomstige huurders die te maken hebben met wat de huidige corporaties nog aan investeringsvolume over houden. Als u dat voldoende vindt om ""een onderzoek"" te heten, dan ben ik daar natuurlijk zeer mee akkoord. Het punt is dat ik dacht dat u met ""onderzoek"" méér bedoelde, namelijk onderzoek vanuit de intentie en de vraag hoe we een huurstijging zouden kunnen voorkomen. Ik wil dat niet boven de markt laten hangen, omdat ik bang ben dat we dan mensen blij gaan maken met iets wat er in ieder geval wat mij betreft niet gaat komen"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Kort
8 februari 2024,Staat van de Volkshuisvesting,De Hoop,GroenLinks-PvdA,"Het korte antwoord via u aan de minister is dan: ik vind brieven allemaal prima, maar ik hoop dat er wel de mogelijkheid is dat we daar nog wat aan kunnen doen. Dat is natuurlijk de intentie. Aansluitend bij het verzoek van mevrouw Beckerman zou ik willen bepleiten dat de Kamer die mogelijkheid wel behoudt"
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"De Kamer beslist uiteraard aan het einde van dag altijd wat de Kamer wil beslissen, maar het is niet de intentie van het kabinet. Dat is ook de reden dat ik de motie ontraad. Ik denk namelijk dat we juist de maatregelen die huurders ten goede komen, al genomen hebben. Laten we dat debat dan maar hebben op een goed moment"
8 februari 2024,Staat van de Volkshuisvesting,De voorzitter,,Dan de motie op stuk nr. 1137
8 februari 2024,Staat van de Volkshuisvesting,De Jonge,,"De motie op stuk nr. 1137 verzoekt de regering om te onderzoeken hoe we de bouw gaande kunnen houden middels instrumenten als de SBI om te voorkomen dat de bouw stilvalt. Ik ga daarover graag het oordeel aan de Kamer laten. We hebben de mogelijkheden natuurlijk al behoorlijk benut. De mogelijkheden om aanvullend daarop nog iets te doen, zijn beperkt. Maar ik zet graag de mogelijkheden op een rij en laat graag zien aan welke knoppenwe kunnen draaien. De motie op stuk nr. 1138 laat ik aan het oordeel van de Kamer, maar daar wil ik wel iets bij zeggen. In de motie wordt de regering verzocht te onderzoeken of woningcorporaties voorrang kunnen krijgen bij de aankoop van woningen. Ik relativeer de zorg altijd dat een deel van de woningen zou kunnen worden uitgepond, maar tegelijkertijd bestaat die zorg wel. Maar u zegt eigenlijk: laat de corporaties instappen, want misschien kunnen zij dan gaan inponden. Dat is op zichzelf natuurlijk een hele goede gedachte, ware het niet dat ""voorrang"" suggereert dat ik ook bij wet voorrang zou kunnen geven of op een andere manier voorrang zou kunnen organiseren. Ik denk dat dat niet kan. Tegelijkertijd vraag ik mij af hoe corporaties zouden kunnen instappen als particuliere verhuurders uitstappen. Het is denk ik heel zinvol om met corporaties te gaan verkennen wat daarin te doen is. Als ik 'm zo mag lezen, laat ik graag het oordeel aan de Kamer"
